,control,['state']
1613,None,Light
1614,None,Light
1615,None,Light
1616,4,Lane
1617,4,Lane
1618,4,Lane
1619,4,Lane
1620,4,Lane
1621,4,Lane
1622,4,Lane
1623,4,Lane
1624,4,Lane
1625,4,Lane
1626,4,Lane
1627,4,Lane
1628,4,Lane
1629,4,Lane
1630,4,Lane
1631,4,Lane
1632,4,Lane
1633,4,Lane
1634,4,Lane
1635,4,Lane
1636,4,Lane
1637,4,Lane
1638,4,Lane
1639,4,Lane
1640,4,Lane
1641,4,Lane
1642,4,Lane
1643,4,Lane
1644,4,Lane
1645,4,Lane
1646,4,Lane
1647,4,Lane
1648,4,Lane
1649,4,Lane
1650,4,Lane
1651,4,Lane
1652,4,Lane
1653,4,Lane
1654,4,Lane
1655,4,Lane
1656,4,Lane
1657,4,Lane
1658,4,Lane
1659,4,Lane
1660,4,Lane
1661,4,Lane
1662,4,Lane
1663,4,Lane
1664,4,Lane
1665,4,Lane
1666,4,Lane
1667,4,Lane
1668,4,Lane
1669,4,Lane
1670,4,Lane
1671,4,Lane
1672,4,Lane
1673,4,Lane
1674,4,Lane
1675,4,Lane
1676,4,Lane
1677,4,Lane
1678,4,Lane
1679,4,Lane
1680,4,Lane
1681,4,Lane
1682,4,Lane
1683,4,Lane
1684,4,Lane
1685,4,Lane
1686,4,Lane
1687,4,Lane
1688,4,Lane
1689,4,Lane
1690,4,Lane
1691,4,Lane
1692,4,Lane
1693,4,Lane
1694,4,Lane
1695,4,Lane
1696,4,Lane
1697,6,Lane
1698,4,Lane
1699,4,Lane
1700,4,Lane
1701,4,Lane
1702,4,Lane
1703,4,Lane
1704,4,Lane
1705,4,Lane
1706,4,Lane
1707,4,Lane
1708,4,Lane
1709,4,Lane
1710,4,Lane
1711,4,Lane
1712,4,Lane
1713,4,Lane
1714,4,Lane
1715,4,Lane
1716,4,Lane
1717,4,Lane
1718,4,Lane
1719,4,Lane
1720,4,Lane
1721,4,Lane
1722,4,Lane
1723,4,Lane
1724,4,Lane
1725,4,Lane
1726,4,Lane
1727,4,Lane
1728,4,Lane
1729,4,Lane
1730,4,Lane
1731,4,Lane
1732,4,Lane
1733,4,Lane
1734,4,Lane
1735,4,Lane
1736,4,Lane
1737,4,Lane
1738,4,Lane
1739,4,Lane
1740,4,Lane
1741,4,Lane
1742,4,Lane
1743,4,Lane
1744,5,Lane
1745,4,Lane
1746,4,Lane
1747,4,Lane
1748,4,Lane
1749,4,Lane
1750,4,Lane
1751,4,Lane
1752,4,Lane
1753,4,Lane
1754,4,Lane
1755,4,Lane
1756,4,Lane
1757,4,Lane
1758,4,Lane
1759,4,Lane
1760,4,Lane
1761,4,Lane
1762,4,Lane
1763,4,Lane
1764,4,Lane
1765,4,Lane
1766,4,Lane
1767,6,Lane
1768,4,Lane
1769,4,Lane
1770,4,Lane
1771,4,Lane
1772,4,Lane
1773,4,Lane
1774,4,Lane
1775,4,Lane
1776,4,Lane
1777,4,Lane
1778,4,Lane
1779,4,Lane
1780,4,Lane
1781,4,Lane
1782,4,Lane
1783,4,Lane
1784,4,Lane
1785,4,Lane
1786,4,Lane
1787,4,Lane
1788,4,Lane
1789,4,Lane
1790,4,Lane
1791,4,Lane
1792,4,Lane
1793,4,Lane
1794,4,Lane
1795,4,Lane
1796,4,Lane
1797,4,Lane
1798,4,Lane
1799,4,Lane
1800,4,Lane
1801,4,Lane
1802,4,Lane
1803,4,Lane
1804,4,Lane
1805,4,Lane
1806,4,Lane
1807,4,Lane
1808,4,Lane
1809,4,Lane
1810,4,Lane
1811,4,Lane
1812,4,Lane
1813,4,Lane
1814,4,Lane
1815,4,Lane
1816,4,Lane
1817,4,Lane
1818,4,Lane
1819,4,Lane
1820,4,Lane
1821,4,Lane
1822,4,Lane
1823,4,Lane
1824,4,Lane
1825,4,Lane
1826,4,Lane
1827,4,Lane
1828,4,Lane
1829,4,Lane
1830,4,Lane
1831,4,Lane
1832,4,Lane
1833,4,Lane
1834,4,Lane
1835,4,Lane
1836,4,Lane
1837,4,Lane
1838,4,Lane
1839,4,Lane
1840,4,Lane
1841,4,Lane
1842,4,Lane
1843,4,Lane
1844,4,Lane
1845,4,Lane
1846,4,Lane
1847,4,Lane
1848,4,Lane
1849,4,Lane
1850,4,Lane
1851,4,Lane
1852,4,Lane
1853,4,Lane
1854,4,Lane
1855,4,Lane
1856,4,Lane
1857,4,Lane
1858,4,Lane
1859,4,Lane
1860,4,Lane
1861,4,Lane
1862,4,Lane
1863,4,Lane
1864,4,Lane
1865,4,Lane
1866,4,Lane
1867,4,Lane
1868,4,Lane
1869,4,Lane
1870,4,Lane
1871,4,Lane
1872,4,Lane
1873,4,Lane
1874,4,Lane
1875,4,Lane
1876,4,Lane
1877,4,Lane
1878,4,Lane
1879,4,Lane
1880,4,Lane
1881,4,Lane
1882,4,Lane
1883,4,Lane
1884,4,Lane
1885,4,Lane
1886,4,Lane
1887,4,Lane
1888,4,Lane
1889,4,Lane
1890,4,Lane
1891,4,Lane
1892,4,Lane
1893,4,Lane
1894,4,Lane
1895,4,Lane
1896,4,Lane
1897,4,Lane
1898,4,Lane
1899,4,Lane
1900,4,Lane
1901,4,Lane
1902,4,Lane
1903,4,Lane
1904,4,Lane
1905,4,Lane
1906,4,Lane
1907,4,Lane
1908,4,Lane
1909,4,Lane
1910,4,Lane
1911,4,Lane
1912,4,Lane
1913,4,Lane
1914,4,Lane
1915,4,Lane
1916,4,Lane
1917,4,Lane
1918,4,Lane
1919,4,Lane
1920,4,Lane
1921,4,Lane
1922,4,Lane
1923,4,Lane
1924,4,Lane
1925,4,Lane
1926,4,Lane
1927,4,Lane
1928,4,Lane
1929,4,Lane
1930,4,Lane
1931,4,Lane
1932,4,Lane
1933,4,Lane
1934,4,Lane
1935,4,Lane
1936,4,Lane
1937,4,Lane
1938,4,Lane
1939,4,Lane
1940,4,Lane
1941,4,Lane
1942,4,Lane
1943,4,Lane
1944,4,Lane
1945,4,Lane
1946,4,Lane
1947,4,Lane
1948,4,Lane
1949,4,Lane
1950,4,Lane
1951,4,Lane
1952,4,Lane
1953,4,Lane
1954,4,Lane
1955,4,Lane
1956,4,Lane
1957,4,Lane
1958,4,Lane
1959,4,Lane
1960,4,Lane
1961,4,Lane
1962,4,Lane
1963,4,Lane
1964,4,Lane
1965,4,Lane
1966,4,Lane
1967,4,Lane
1968,4,Lane
1969,4,Lane
1970,4,Lane
1971,4,Lane
1972,4,Lane
1973,5,Lane
1974,4,Lane
1975,4,Lane
1976,4,Lane
1977,4,Lane
1978,4,Lane
1979,4,Lane
1980,4,Lane
1981,4,Lane
1982,4,Lane
1983,4,Lane
1984,4,Lane
1985,4,Lane
1986,4,Lane
1987,4,Lane
1988,4,Lane
1989,4,Lane
1990,4,Lane
1991,4,Lane
1992,4,Lane
1993,4,Lane
1994,4,Lane
1995,4,Lane
1996,4,Lane
1997,4,Lane
1998,4,Lane
1999,4,Lane
2000,4,Lane
2001,4,Lane
2002,4,Lane
2003,4,Lane
2004,4,Lane
2005,4,Lane
2006,4,Lane
2007,4,Lane
2008,4,Lane
2009,4,Lane
2010,4,Lane
2011,4,Lane
2012,4,Lane
2013,4,Lane
2014,4,Lane
2015,4,Lane
2016,4,Lane
2017,4,Lane
2018,4,Lane
2019,4,Lane
2020,4,Lane
2021,4,Lane
2022,4,Lane
2023,4,Lane
2024,4,Lane
2025,4,Lane
2026,4,Lane
2027,4,Lane
2028,4,Lane
2029,4,Lane
2030,4,Lane
2031,4,Lane
2032,4,Lane
2033,4,Lane
2034,4,Lane
2035,4,Lane
2036,4,Lane
2037,4,Lane
2038,4,Lane
2039,4,Lane
2040,4,Lane
2041,4,Lane
2042,4,Lane
2043,4,Lane
2044,4,Lane
2045,4,Lane
2046,4,Lane
2047,4,Lane
2048,4,Lane
2049,4,Lane
2050,4,Lane
2051,4,Lane
2052,4,Lane
2053,4,Lane
2054,4,Lane
2055,4,Lane
2056,4,Lane
2057,4,Lane
2058,4,Lane
2059,4,Lane
2060,4,Lane
2061,4,Lane
2062,4,Lane
2063,4,Lane
2064,4,Lane
2065,4,Lane
2066,4,Lane
2067,4,Lane
2068,4,Lane
2069,4,Lane
2070,4,Lane
2071,4,Lane
2072,4,Lane
2073,4,Lane
2074,4,Lane
2075,4,Lane
2076,4,Lane
2077,4,Lane
2078,4,Lane
2079,4,Lane
2080,4,Lane
2081,4,Lane
2082,4,Lane
2083,4,Lane
2084,4,Lane
2085,4,Lane
2086,4,Lane
2087,4,Lane
2088,4,Lane
2089,4,Lane
2090,4,Lane
2091,4,Lane
2092,4,Lane
2093,4,Lane
2094,4,Lane
2095,4,Lane
2096,4,Lane
2097,4,Lane
2098,4,Lane
2099,4,Lane
2100,4,Lane
2101,4,Lane
2102,4,Lane
2103,4,Lane
2104,4,Lane
2105,4,Lane
2106,4,Lane
2107,4,Lane
2108,4,Lane
2109,4,Lane
2110,4,Lane
2111,4,Lane
2112,4,Lane
2113,4,Lane
2114,4,Lane
2115,4,Lane
2116,4,Lane
2117,4,Lane
2118,4,Lane
2119,4,Lane
2120,4,Lane
2121,4,Lane
2122,4,Lane
2123,4,Lane
2124,4,Lane
2125,4,Lane
2126,4,Lane
2127,4,Lane
2128,4,Lane
2129,4,Lane
2130,4,Lane
2131,4,Lane
2132,4,Lane
2133,4,Lane
2134,4,Lane
2135,4,Lane
2136,4,Lane
2137,4,Lane
2138,4,Lane
2139,4,Lane
2140,4,Lane
2141,4,Lane
2142,4,Lane
2143,4,Lane
2144,4,Lane
2145,4,Lane
2146,4,Lane
2147,4,Lane
2148,4,Lane
2149,4,Lane
2150,4,Lane
2151,4,Lane
2152,4,Lane
2153,4,Lane
2154,4,Lane
2155,4,Lane
2156,4,Lane
2157,4,Lane
2158,4,Lane
2159,4,Lane
2160,4,Lane
2161,4,Lane
2162,4,Lane
2163,4,Lane
2164,4,Lane
2165,4,Lane
2166,4,Lane
2167,4,Lane
2168,4,Lane
2169,4,Lane
2170,4,Lane
2171,4,Lane
2172,4,Lane
2173,4,Lane
2174,4,Lane
2175,4,Lane
2176,4,Lane
2177,4,Lane
2178,4,Lane
2179,4,Lane
2180,4,Lane
2181,4,Lane
2182,4,Lane
2183,4,Lane
2184,4,Lane
2185,4,Lane
2186,4,Lane
2187,4,Lane
2188,4,Lane
2189,4,Lane
2190,4,Lane
2191,4,Lane
2192,4,Lane
2193,4,Lane
2194,4,Lane
2195,4,Lane
2196,4,Lane
2197,4,Lane
2198,4,Lane
2199,4,Lane
2200,4,Lane
2201,4,Lane
2202,4,Lane
2203,4,Lane
2204,4,Lane
2205,4,Lane
2206,4,Lane
2207,4,Lane
2208,4,Lane
2209,4,Lane
2210,4,Lane
2211,4,Lane
2212,4,Lane
2213,4,Lane
2214,4,Lane
2215,4,Lane
2216,4,Lane
2217,4,Lane
2218,4,Lane
2219,4,Lane
2220,4,Lane
2221,4,Lane
2222,4,Lane
2223,4,Lane
2224,4,Lane
2225,4,Lane
2226,4,Lane
2227,4,Lane
2228,4,Lane
2229,4,Lane
2230,4,Lane
2231,4,Lane
2232,4,Lane
2233,4,Lane
2234,4,Lane
2235,4,Lane
2236,4,Lane
2237,4,Lane
2238,4,Lane
2239,4,Lane
2240,4,Lane
2241,4,Lane
2242,4,Lane
2243,4,Lane
2244,4,Lane
2245,4,Lane
2246,4,Lane
2247,4,Lane
2248,4,Lane
2249,4,Lane
2250,4,Lane
2251,4,Lane
2252,4,Lane
2253,4,Lane
2254,4,Lane
2255,4,Lane
2256,4,Lane
2257,4,Lane
2258,4,Lane
2259,4,Lane
2260,4,Lane
2261,4,Lane
2262,4,Lane
2263,4,Lane
2264,4,Lane
2265,4,Lane
2266,4,Lane
2267,4,Lane
2268,4,Lane
2269,4,Lane
2270,4,Lane
2271,4,Lane
2272,4,Lane
2273,4,Lane
2274,4,Lane
2275,4,Lane
2276,4,Lane
2277,4,Lane
2278,4,Lane
2279,4,Lane
2280,4,Lane
2281,4,Lane
2282,4,Lane
2283,4,Lane
2284,4,Lane
2285,4,Lane
2286,4,Lane
2287,4,Lane
2288,4,Lane
2289,4,Lane
2290,4,Lane
2291,4,Lane
2292,4,Lane
2293,4,Lane
2294,4,Lane
2295,4,Lane
2296,4,Lane
2297,4,Lane
2298,4,Lane
2299,4,Lane
2300,4,Lane
2301,4,Lane
2302,4,Lane
2303,4,Lane
2304,4,Lane
2305,4,Lane
2306,4,Lane
2307,4,Lane
2308,4,Lane
2309,4,Lane
2310,4,Lane
2311,4,Lane
2312,4,Lane
2313,4,Lane
2314,4,Lane
2315,2,Lane
2316,2,Lane
2317,2,Lane
2318,2,Lane
2319,2,Lane
2320,2,Lane
2321,2,Lane
2322,2,Lane
2323,2,Lane
2324,2,Lane
2325,2,Lane
2326,2,Lane
2327,2,Lane
2328,2,Lane
2329,2,Lane
2330,2,Lane
2331,2,Lane
2332,2,Lane
2333,2,Lane
2334,2,Lane
2335,2,Lane
2336,2,Lane
2337,2,Lane
2338,2,Lane
2339,2,Lane
2340,2,Lane
2341,2,Lane
2342,2,Lane
2343,2,Lane
2344,2,Lane
2345,2,Lane
2346,2,Lane
2347,2,Lane
2348,2,Lane
2349,2,Lane
2350,2,Lane
2351,2,Lane
2352,2,Lane
2353,2,Lane
2354,2,Lane
2355,2,Lane
2356,2,Lane
2357,2,Lane
2358,2,Lane
2359,2,Lane
2360,2,Lane
2361,2,Lane
2362,2,Lane
2363,2,Lane
2364,2,Lane
2365,2,Lane
2366,2,Lane
2367,2,Lane
2368,2,Lane
2369,2,Lane
2370,2,Lane
2371,2,Lane
2372,2,Lane
2373,2,Lane
2374,2,Lane
2375,2,Lane
2376,2,Lane
2377,2,Lane
2378,2,Lane
2379,2,Lane
2380,2,Lane
2381,2,Lane
2382,2,Lane
2383,2,Lane
2384,2,Lane
2385,2,Lane
2386,2,Lane
2387,2,Lane
2388,2,Lane
2389,2,Lane
2390,2,Lane
2391,2,Lane
2392,2,Lane
2393,2,Lane
2394,2,Lane
2395,2,Lane
2396,2,Lane
2397,2,Lane
2398,2,Lane
2399,2,Lane
2400,2,Lane
2401,2,Lane
2402,2,Lane
2403,2,Lane
2404,2,Lane
2405,2,Lane
2406,2,Lane
2407,2,Lane
2408,2,Lane
2409,2,Lane
2410,2,Lane
2411,2,Lane
2412,2,Lane
2413,2,Lane
2414,2,Lane
2415,2,Lane
2416,2,Lane
2417,2,Lane
2418,2,Lane
2419,2,Lane
2420,2,Lane
2421,2,Lane
2422,2,Lane
2423,2,Lane
2424,2,Lane
2425,2,Lane
2426,2,Lane
2427,2,Lane
2428,2,Lane
2429,2,Lane
2430,2,Lane
2431,2,Lane
2432,2,Lane
2433,2,Lane
2434,2,Lane
2435,2,Lane
2436,2,Lane
2437,2,Lane
2438,2,Lane
2439,2,Lane
2440,2,Lane
2441,2,Lane
2442,2,Lane
2443,2,Lane
2444,2,Lane
2445,2,Lane
2446,2,Lane
2447,2,Lane
2448,2,Lane
2449,2,Lane
2450,2,Lane
2451,2,Lane
2452,2,Lane
2453,2,Lane
2454,2,Lane
2455,2,Lane
2456,2,Lane
2457,2,Lane
2458,2,Lane
2459,2,Lane
2460,2,Lane
2461,2,Lane
2462,2,Lane
2463,2,Lane
2464,2,Lane
2465,2,Lane
2466,2,Lane
2467,2,Lane
2468,2,Lane
2469,2,Lane
2470,2,Lane
2471,2,Lane
2472,2,Lane
2473,2,Lane
2474,2,Lane
2475,2,Lane
2476,2,Lane
2477,2,Lane
2478,2,Lane
2479,2,Lane
2480,2,Lane
2481,2,Lane
2482,2,Lane
2483,2,Lane
2484,2,Lane
2485,2,Lane
2486,2,Lane
2487,2,Lane
2488,2,Lane
2489,2,Lane
2490,2,Lane
2491,2,Lane
2492,2,Lane
2493,2,Lane
2494,2,Lane
2495,2,Lane
2496,2,Lane
2497,2,Lane
2498,2,Lane
2499,2,Lane
2500,2,Lane
2501,2,Lane
2502,2,Lane
2503,2,Lane
2504,2,Lane
2505,2,Lane
2506,2,Lane
2507,2,Lane
2508,2,Lane
2509,2,Lane
2510,2,Lane
2511,2,Lane
2512,2,Lane
2513,2,Lane
2514,2,Lane
2515,2,Lane
2516,2,Lane
2517,2,Lane
2518,2,Lane
2519,2,Lane
2520,2,Lane
2521,2,Lane
2522,2,Lane
2523,2,Lane
2524,2,Lane
2525,2,Lane
2526,2,Lane
2527,2,Lane
2528,2,Lane
2529,2,Lane
2530,2,Lane
2531,2,Lane
2532,2,Lane
2533,2,Lane
2534,2,Lane
2535,2,Lane
2536,2,Lane
2537,2,Lane
2538,2,Lane
2539,2,Lane
2540,2,Lane
2541,3,Lane
2542,4,Lane
2543,8,Lane
2544,8,Lane
2545,24,Light
2546,30,Light
2547,82,Light
2548,87,Light
2549,95,Light
2550,96,Light
2551,96,Light
2552,95,Light
2553,96,Light
2554,96,Light
2555,96,Light
2556,96,Light
2557,96,Light
2558,97,Light
2559,97,Light
2560,96,Light
2561,97,Light
2562,95,Light
2563,97,Light
2564,97,Light
2565,97,Light
2566,98,Light
2567,95,Light
2568,95,Light
2569,97,Light
2570,97,Light
2571,96,Light
2572,97,Light
2573,97,Light
2574,96,Light
2575,97,Light
2576,96,Light
2577,98,Light
2578,95,Light
2579,96,Light
2580,97,Light
2581,96,Light
2582,95,Light
2583,95,Light
2584,97,Light
2585,97,Light
2586,97,Light
2587,97,Light
2588,96,Light
2589,96,Light
2590,98,Light
2591,96,Light
2592,97,Light
2593,96,Light
2594,96,Light
2595,97,Light
2596,97,Light
2597,96,Light
2598,96,Light
2599,96,Light
2600,97,Light
2601,96,Light
2602,97,Light
2603,97,Light
2604,97,Light
2605,97,Light
2606,97,Light
2607,97,Light
2608,97,Light
2609,95,Light
2610,97,Light
2611,97,Light
2612,98,Light
2613,96,Light
2614,97,Light
2615,96,Light
2616,95,Light
2617,97,Light
2618,96,Light
2619,97,Light
2620,97,Light
2621,96,Light
2622,95,Light
2623,96,Light
2624,96,Light
2625,96,Light
2626,97,Light
2627,97,Light
2628,97,Light
2629,97,Light
2630,95,Light
2631,97,Light
2632,97,Light
2633,97,Light
2634,96,Light
2635,96,Light
2636,97,Light
2637,96,Light
2638,95,Light
2639,96,Light
2640,97,Light
2641,95,Light
2642,96,Light
2643,97,Light
2644,96,Light
2645,97,Light
2646,96,Light
2647,95,Light
2648,96,Light
2649,98,Light
2650,97,Light
2651,96,Light
2652,97,Light
2653,96,Light
2654,96,Light
2655,96,Light
2656,98,Light
2657,97,Light
2658,98,Light
2659,95,Light
2660,None,Light
2661,None,Light
2662,None,Light
2663,None,Light
2664,None,Light
2665,None,Light
2666,25,Lane
2667,25,Lane
2668,25,Lane
2669,25,Lane
2670,24,Lane
2671,0,Lane
2672,-12,Lane
2673,-15,Lane
2674,-9,Lane
2675,-6,Lane
2676,-5,Lane
2677,-5,Lane
2678,-5,Lane
2679,-5,Lane
2680,-5,Lane
2681,-5,Lane
2682,-5,Lane
2683,0,Lane
2684,-3,Lane
2685,-5,Lane
2686,-3,Lane
2687,-3,Lane
2688,-5,Lane
2689,-5,Lane
2690,-5,Lane
2691,-1,Lane
2692,-5,Lane
2693,0,Lane
2694,-1,Lane
2695,-3,Lane
2696,-5,Lane
2697,-3,Lane
2698,-1,Lane
2699,-5,Lane
2700,-5,Lane
2701,-5,Lane
2702,-5,Lane
2703,-5,Lane
2704,-1,Lane
2705,-5,Lane
2706,-5,Lane
2707,0,Lane
2708,-3,Lane
2709,-5,Lane
2710,-3,Lane
2711,-3,Lane
2712,-5,Lane
2713,-5,Lane
2714,-3,Lane
2715,-3,Lane
2716,-5,Lane
2717,-5,Lane
2718,-5,Lane
2719,-5,Lane
2720,-5,Lane
2721,-3,Lane
2722,-1,Lane
2723,-5,Lane
2724,-5,Lane
2725,-3,Lane
2726,-5,Lane
2727,-3,Lane
2728,-5,Lane
2729,1,Lane
2730,-1,Lane
2731,-5,Lane
2732,-5,Lane
2733,-5,Lane
2734,-3,Lane
2735,-1,Lane
2736,-1,Lane
2737,-5,Lane
2738,-5,Lane
2739,-5,Lane
2740,-5,Lane
2741,-1,Lane
2742,-5,Lane
2743,-3,Lane
2744,-3,Lane
2745,-5,Lane
2746,-5,Lane
2747,-5,Lane
2748,-5,Lane
2749,-3,Lane
2750,-5,Lane
2751,-5,Lane
2752,-5,Lane
2753,-1,Lane
2754,-1,Lane
2755,-5,Lane
2756,-5,Lane
2757,-5,Lane
2758,-5,Lane
2759,-5,Lane
2760,-5,Lane
2761,-5,Lane
2762,-5,Lane
2763,-5,Lane
2764,-5,Lane
2765,-5,Lane
2766,-3,Lane
2767,-5,Lane
2768,-5,Lane
2769,-5,Lane
2770,-5,Lane
2771,-5,Lane
2772,-5,Lane
2773,-5,Lane
2774,-3,Lane
2775,-5,Lane
2776,-5,Lane
2777,-5,Lane
2778,-5,Lane
2779,-5,Lane
2780,-5,Lane
2781,-3,Lane
2782,-3,Lane
2783,-5,Lane
2784,-3,Lane
2785,-5,Lane
2786,-5,Lane
2787,-5,Lane
2788,-5,Lane
2789,-5,Lane
2790,-5,Lane
2791,-5,Lane
2792,-5,Lane
2793,-5,Lane
2794,-5,Lane
2795,-5,Lane
2796,-5,Lane
2797,-5,Lane
2798,-5,Lane
2799,-5,Lane
2800,-5,Lane
2801,-5,Lane
2802,-5,Lane
2803,-5,Lane
2804,-5,Lane
2805,-5,Lane
2806,-5,Lane
2807,-3,Lane
2808,-5,Lane
2809,-5,Lane
2810,-1,Lane
2811,-5,Lane
2812,-5,Lane
2813,-5,Lane
2814,-5,Lane
2815,-5,Lane
2816,-5,Lane
2817,-5,Lane
2818,-5,Lane
2819,-5,Lane
2820,-5,Lane
2821,-5,Lane
2822,-5,Lane
2823,-1,Lane
2824,-5,Lane
2825,-5,Lane
2826,-5,Lane
2827,-5,Lane
2828,-5,Lane
2829,-2,Lane
2830,1,Lane
2831,7,Lane
2832,10,Lane
2833,9,Lane
2834,11,Lane
2835,16,Lane
2836,18,Lane
2837,15,Lane
2838,19,Lane
2839,16,Lane
2840,16,Lane
2841,11,Lane
2842,9,Lane
2843,8,Lane
2844,1,Lane
2845,3,Lane
2846,3,Lane
2847,2,Lane
2848,3,Lane
2849,7,Lane
2850,5,Lane
2851,7,Lane
2852,7,Lane
2853,6,Lane
2854,7,Lane
2855,10,Lane
2856,10,Lane
2857,10,Lane
2858,10,Lane
2859,10,Lane
2860,11,Lane
2861,10,Lane
2862,10,Lane
2863,10,Lane
2864,10,Lane
2865,10,Lane
2866,9,Lane
2867,10,Lane
2868,10,Lane
2869,10,Lane
2870,10,Lane
2871,10,Lane
2872,10,Lane
2873,10,Lane
2874,10,Lane
2875,10,Lane
2876,10,Lane
2877,10,Lane
2878,10,Lane
2879,10,Lane
2880,11,Lane
2881,12,Lane
2882,16,Lane
2883,None,Lane
2884,12,Lane
2885,12,Lane
2886,None,Lane
2887,12,Lane
2888,12,Lane
2889,None,Lane
2890,10,Lane
2891,10,Lane
2892,9,Lane
2893,9,Lane
2894,9,Lane
2895,9,Lane
2896,10,Lane
2897,9,Lane
2898,9,Lane
2899,9,Lane
2900,9,Lane
2901,9,Lane
2902,9,Lane
2903,9,Lane
2904,9,Lane
2905,9,Lane
2906,9,Lane
2907,9,Lane
2908,9,Lane
2909,9,Lane
2910,9,Lane
2911,9,Lane
2912,9,Lane
2913,9,Lane
2914,10,Lane
2915,9,Lane
2916,9,Lane
2917,10,Lane
2918,10,Lane
2919,9,Lane
2920,9,Lane
2921,9,Lane
2922,9,Lane
2923,9,Lane
2924,9,Lane
2925,9,Lane
2926,9,Lane
2927,9,Lane
2928,9,Lane
2929,9,Lane
2930,9,Lane
2931,12,Lane
2932,9,Lane
2933,9,Lane
2934,9,Lane
2935,9,Lane
2936,9,Lane
2937,9,Lane
2938,9,Lane
2939,9,Lane
2940,9,Lane
2941,9,Lane
2942,12,Lane
2943,9,Lane
2944,9,Lane
2945,12,Lane
2946,9,Lane
2947,9,Lane
2948,9,Lane
2949,9,Lane
2950,9,Lane
2951,9,Lane
2952,12,Lane
2953,9,Lane
2954,9,Lane
2955,12,Lane
2956,9,Lane
2957,9,Lane
2958,9,Lane
2959,9,Lane
2960,9,Lane
2961,9,Lane
2962,9,Lane
2963,9,Lane
2964,9,Lane
2965,9,Lane
2966,9,Lane
2967,9,Lane
2968,9,Lane
2969,9,Lane
2970,11,Lane
2971,9,Lane
2972,9,Lane
2973,9,Lane
2974,9,Lane
2975,9,Lane
2976,9,Lane
2977,9,Lane
2978,9,Lane
2979,9,Lane
2980,9,Lane
2981,9,Lane
2982,9,Lane
2983,9,Lane
2984,9,Lane
2985,9,Lane
2986,12,Lane
2987,9,Lane
2988,9,Lane
2989,9,Lane
2990,12,Lane
2991,9,Lane
2992,9,Lane
2993,9,Lane
2994,11,Lane
2995,9,Lane
2996,12,Lane
2997,9,Lane
2998,9,Lane
2999,9,Lane
3000,9,Lane
3001,9,Lane
3002,9,Lane
3003,9,Lane
3004,9,Lane
3005,9,Lane
3006,9,Lane
3007,9,Lane
3008,13,Lane
3009,13,Lane
3010,12,Lane
3011,12,Lane
3012,13,Lane
3013,11,Lane
3014,7,Lane
3015,12,Lane
3016,12,Lane
3017,None,Lane
3018,12,Lane
3019,-29,Lane
3020,-27,Lane
3021,-9,Lane
3022,-6,Lane
3023,-7,Lane
3024,-7,Lane
3025,-7,Lane
3026,-7,Lane
3027,-7,Lane
3028,-7,Lane
3029,-7,Lane
3030,-7,Lane
3031,-7,Lane
3032,-7,Lane
3033,-7,Lane
3034,-7,Lane
3035,-7,Lane
3036,-7,Lane
3037,-7,Lane
3038,-7,Lane
3039,-7,Lane
3040,-7,Lane
3041,-7,Lane
3042,-7,Lane
3043,-7,Lane
3044,-7,Lane
3045,-7,Lane
3046,-7,Lane
3047,-7,Lane
3048,-7,Lane
3049,-7,Lane
3050,-7,Lane
3051,-7,Lane
3052,-7,Lane
3053,-7,Lane
3054,-7,Lane
3055,-7,Lane
3056,-7,Lane
3057,-7,Lane
3058,-7,Lane
3059,-7,Lane
3060,-7,Lane
3061,-7,Lane
3062,-7,Lane
3063,-7,Lane
3064,-7,Lane
3065,-7,Lane
3066,-7,Lane
3067,-7,Lane
3068,-7,Lane
3069,-7,Lane
3070,-7,Lane
3071,-7,Lane
3072,-7,Lane
3073,-7,Lane
3074,-7,Lane
3075,-7,Lane
3076,-7,Lane
3077,-7,Lane
3078,-7,Lane
3079,-7,Lane
3080,-7,Lane
3081,-7,Lane
3082,-7,Lane
3083,-7,Lane
3084,-7,Lane
3085,-7,Lane
3086,-7,Lane
3087,-7,Lane
3088,-7,Lane
3089,-7,Lane
3090,-7,Lane
3091,-7,Lane
3092,-7,Lane
3093,-7,Lane
3094,-7,Lane
3095,-3,Lane
3096,-5,Lane
3097,-3,Lane
3098,1,Lane
3099,0,Lane
3100,2,Lane
3101,3,Lane
3102,5,Lane
3103,11,Lane
3104,11,Lane
3105,11,Lane
3106,11,Lane
3107,11,Lane
3108,11,Lane
3109,11,Lane
3110,11,Lane
3111,11,Lane
3112,11,Lane
3113,11,Lane
3114,11,Lane
3115,11,Lane
3116,11,Lane
3117,11,Lane
3118,11,Lane
3119,11,Lane
3120,11,Lane
3121,11,Lane
3122,11,Lane
3123,11,Lane
3124,11,Lane
3125,11,Lane
3126,11,Lane
3127,11,Lane
3128,11,Lane
3129,11,Lane
3130,11,Lane
3131,11,Lane
3132,11,Lane
3133,11,Lane
3134,11,Lane
3135,11,Lane
3136,11,Lane
3137,11,Lane
3138,11,Lane
3139,11,Lane
3140,11,Lane
3141,11,Lane
3142,11,Lane
3143,11,Lane
3144,11,Lane
3145,11,Lane
3146,11,Lane
3147,11,Lane
3148,11,Lane
3149,11,Lane
3150,11,Lane
3151,11,Lane
3152,11,Lane
3153,11,Lane
3154,11,Lane
