Time,LH,LS,LV,HH,HS,HV
02-02-2023 17:26,50.0,0.0,130.0,80.0,255.0,255.0
02-02-2023 17:30,46.0,0.0,142.0,82.0,255.0,255.0
02-02-2023 18:12,50.0,109.0,236.0,86.0,255.0,255.0
,,,,,,
03/02/2023 16:07:07,77.0,179.0,66.0,86.0,255.0,255.0
03/02/2023 16:08:08,51.0,142.0,125.0,83.0,255.0,255.0
